0,51804
0,51812
0,51806
0,51695
0,51553
0,51781
0,51645
0,51717
0,51714
0,51804
0,51777
0,51694
0,51760
0,51647
0,51769
0,51757
0,51568
0,51711
0,51646
0,51802
0,51792
0,51712
0,51645
0,51675
0,51609
0,51736
0,51789
0,51775
0,51654
0,51702
0,51724
0,51758
0,51642
0,51933
0,51727
0,51690
0,51733
0,51780
0,51720
0,51738
0,51731
0,51811
0,51684
0,51656
0,51778
0,51723
0,51742
0,51689
0,51750
0,51841
2,60026
2,58867
2,59004
2,59168
2,59429
2,59620
2,59726
2,59880
2,59863
2,59856
2,59872
2,59948
2,59758
2,59600
2,59481
2,59327
2,59154
2,59111
2,58962
2,58638
2,58740
2,58666
2,58762
2,58922
2,59080
2,59142
2,59401
2,59606
2,59759
2,59790
2,59764
2,59899
2,59895
2,59908
2,59731
2,59616
2,59340
2,59334
2,59088
2,59118
2,58934
2,58748
2,58750
2,58759
2,58789
2,58953
2,59027
2,59290
2,59264
2,59615
5,73096
5,72880
5,72649
5,73371
5,72748
5,72994
5,72893
5,72997
5,72972
5,72510
5,72338
5,72688
5,73135
5,72957
5,72741
5,72643
5,73016
5,73078
5,72824
5,72990
5,73023
5,73458
5,73113
5,72762
5,72728
5,72906
5,73033
5,72897
5,72852
5,72897
5,72930
5,72589
5,72618
5,72615
5,72949
5,72934
5,72714
5,72717
5,72941
5,73021
5,72882
5,72837
5,72893
5,73111
5,72910
5,72866
5,72890
5,73008
5,73067
5,72863
7,80443
7,80336
7,79601
7,80742
7,80113
7,80397
7,79868
7,80392
7,80495
7,80339
7,79855
7,79964
7,80465
7,80292
7,80423
7,80017
7,80482
7,80353
7,80059
7,80130
7,80242
7,80631
7,80445
7,80096
7,79965
7,80348
7,80311
7,80214
7,80161
7,80110
7,80571
7,80333
7,80091
7,80180
7,80331
7,80445
7,80187
7,80173
7,80265
7,80231
7,80101
7,80026
7,80190
7,80375
7,80353
7,80076
7,80194
7,80179
7,80301
7,80063
9,84284
9,84030
9,83364
9,82927
9,82505
9,82060
9,81698
9,82132
9,81919
9,82079
9,82037
9,82199
9,82534
9,82280
9,82040
9,81748
9,81898
9,81704
9,81512
9,81438
9,81742
9,82145
9,82298
9,82346
9,82568
9,83812
9,83945
9,83210
9,83188
9,82743
9,82493
9,81952
9,81746
9,81853
9,82151
9,82092
9,82298
9,82396
9,82438
9,82291
9,81579
9,81785
9,81794
9,81735
9,81703
9,81628
9,81809
9,82131
9,82229
9,82315
12,95129
12,95279
12,95928
12,96523
12,96621
12,95964
12,95609
12,95632
12,95824
12,95477
12,95975
12,95891
12,96416
12,95828
12,95189
12,95334
12,95633
12,95994
12,95907
12,95902
12,95739
12,95854
12,95509
12,95460
12,95885
12,96139
12,96093
12,95746
12,95755
12,95777
12,95833
12,95776
12,95651
12,95771
12,95860
12,96026
12,95515
12,95441
12,95719
12,95898
12,95748
12,95458
12,95702
12,95802
12,95666
12,95624
12,95770
12,95866
12,95974
12,95729
22,128955
22,123313
22,123217
22,123862
22,123954
22,123563
22,123715
22,123227
22,123585
22,123087
22,123603
22,123775
22,124051
22,123071
22,123229
22,123186
22,123494
22,123468
22,123862
22,123673
22,123328
22,123067
22,123011
22,123505
22,124110
22,123696
22,123249
22,123310
22,123224
22,123514
22,123587
22,123859
22,123708
22,123431
22,123037
22,123085
22,123405
22,123604
22,123662
22,123529
22,123483
22,123072
22,123076
22,123050
22,123552
22,123779
22,123584
22,123329
22,123045
22,123179
39,180664
39,178625
39,178685
39,178317
39,178597
39,178995
39,179130
39,178873
39,178432
39,178178
39,178690
39,178480
39,178790
39,178801
39,178846
39,178621
39,178218
39,178099
39,178554
39,178825
39,178931
39,178678
39,178304
39,178352
39,178387
39,178259
39,178749
39,178751
39,178819
39,178429
39,178107
39,178174
39,178466
39,178622
39,178655
39,178580
39,178441
39,178539
39,178088
39,178347
39,178556
39,178670
39,178629
39,178298
39,178195
39,178362
39,178340
39,178311
39,178441
39,178587
